,property_type,sector,price,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
208,flat,sector 9,0.88,3.0,3.0,2,2.0,Old Property,1438.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0
209,flat,sector 91,1.4,3.0,3.0,3+,7.0,Relatively New,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
210,flat,sector 65,5.9,3.0,3.0,3,9.0,Moderately Old,3043.0,1.0,0.0,0.0,0.0,0.0,2.0,21.0
211,flat,sector 81,0.82,2.0,2.0,3,2.0,Relatively New,955.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
212,flat,sector 81,3.3,4.0,5.0,3+,4.0,Relatively New,3070.0,1.0,1.0,0.0,0.0,0.0,1.0,174.0
213,flat,sector 92,0.5,3.0,3.0,1,12.0,New Property,711.0,0.0,0.0,0.0,0.0,0.0,2.0,95.0
214,flat,sector 69,1.8,4.0,5.0,3+,4.0,Relatively New,2200.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0
215,flat,sector 58,4.85,4.0,5.0,3,23.0,Relatively New,3182.0,1.0,1.0,0.0,1.0,1.0,1.0,49.0
216,flat,sector 77,1.79,3.0,3.0,3,1.0,New Property,1600.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0
217,flat,sector 99,1.13,3.0,5.0,3,5.0,Relatively New,1790.0,0.0,1.0,0.0,0.0,1.0,0.0,49.0
218,flat,sector 81,2.29,3.0,4.0,3+,15.0,Relatively New,1900.0,0.0,1.0,0.0,0.0,0.0,2.0,103.0
219,flat,sohna road,0.26,1.0,1.0,1,6.0,New Property,438.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
220,flat,sector 95,0.29,2.0,2.0,2,14.0,Relatively New,507.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
221,house,sector 1,1.85,4.0,3.0,2,3.0,Moderately Old,1284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,flat,sector 2,0.95,2.0,2.0,3,10.0,Old Property,1573.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0
223,flat,sector 109,1.5,3.0,3.0,1,4.0,New Property,2519.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0
224,flat,sector 110,4.0,4.0,4.0,3,17.0,New Property,3350.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
225,flat,sohna road,0.45,2.0,2.0,2,6.0,Relatively New,789.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0
226,flat,sector 82a,0.62,1.0,1.0,0,6.0,Relatively New,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,flat,sector 90,1.15,3.0,3.0,3+,9.0,Relatively New,1747.0,0.0,1.0,0.0,1.0,0.0,0.0,88.0
228,flat,sector 83,1.4,3.0,3.0,2,7.0,Relatively New,1570.0,0.0,0.0,0.0,0.0,0.0,1.0,74.0
229,house,sector 57,3.15,5.0,4.0,3+,2.0,Moderately Old,1548.0,0.0,0.0,1.0,0.0,0.0,1.0,60.0
230,flat,sector 71,0.98,3.0,3.0,3,0.0,Moderately Old,1466.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0
231,flat,sector 102,1.75,3.0,3.0,3+,1.0,Relatively New,1465.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
232,flat,sector 65,5.0,3.0,3.0,3,2.0,Relatively New,3245.0,0.0,1.0,0.0,0.0,0.0,1.0,174.0
233,flat,sector 65,2.55,3.0,3.0,3,3.0,Relatively New,1650.0,1.0,1.0,0.0,0.0,0.0,0.0,21.0
234,flat,sector 33,1.65,3.0,3.0,3,2.0,Under Construction,2218.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0
235,flat,sector 106,2.1,4.0,6.0,3+,6.0,Relatively New,2131.0,0.0,1.0,0.0,0.0,1.0,0.0,60.0
236,flat,sector 9,0.95,3.0,3.0,2,5.0,Moderately Old,1403.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0
237,flat,sector 109,2.2,3.0,4.0,3,13.0,Relatively New,1860.0,0.0,1.0,0.0,0.0,0.0,0.0,165.0
238,flat,sector 48,1.38,3.0,3.0,1,2.0,Relatively New,1611.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0
239,house,sector 25,15.0,5.0,5.0,3,2.0,Moderately Old,6400.0,1.0,1.0,0.0,1.0,0.0,1.0,112.0
240,flat,sector 105,0.42,3.0,2.0,1,0.0,Moderately Old,833.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0
241,flat,sector 61,2.55,3.0,3.0,2,4.0,New Property,1630.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0
242,flat,sector 109,2.3,3.0,4.0,3+,10.0,New Property,2339.0,0.0,1.0,0.0,0.0,1.0,0.0,74.0
243,flat,sector 65,3.2,4.0,3.0,2,1.0,Relatively New,3150.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
244,house,sector 49,3.75,2.0,6.0,3,3.0,Moderately Old,1467.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0
245,flat,sector 113,2.75,4.0,4.0,3+,20.0,Under Construction,2886.0,1.0,1.0,0.0,1.0,0.0,2.0,57.0
246,flat,sector 33,2.0,3.0,3.0,3+,8.0,New Property,1619.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
247,flat,sector 82a,1.85,3.0,3.0,3,15.0,Moderately Old,1677.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0
248,flat,dwarka expressway,1.3,3.0,3.0,2,3.0,Under Construction,1267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,flat,sector 90,1.23,3.0,3.0,2,19.0,Relatively New,1578.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
250,flat,sector 65,2.65,2.0,2.0,3,4.0,New Property,1433.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0
251,house,sector 9,1.65,2.0,3.0,0,3.0,Old Property,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,flat,sector 43,3.8,3.0,3.0,3+,1.0,Moderately Old,2450.0,0.0,1.0,0.0,1.0,0.0,1.0,68.0
253,flat,sector 65,2.85,4.0,4.0,3+,0.0,Relatively New,1975.0,1.0,1.0,0.0,0.0,0.0,1.0,151.0
254,flat,sector 63,7.8,4.0,4.0,0,6.0,Under Construction,3950.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
255,flat,sector 2,1.5,3.0,4.0,3+,10.0,Moderately Old,1738.0,0.0,1.0,0.0,0.0,0.0,0.0,93.0
256,house,sector 76,1.75,4.0,4.0,0,14.0,New Property,3111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,flat,sector 61,2.17,3.0,3.0,3,1.0,Under Construction,1721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,flat,sector 102,1.35,3.0,3.0,3,9.0,Relatively New,1315.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0
259,flat,sector 106,1.05,3.0,4.0,3+,10.0,Relatively New,1345.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
260,flat,sector 14,4.26,4.0,4.0,0,9.0,Old Property,3250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,flat,sector 95,0.41,2.0,2.0,2,12.0,New Property,670.0,1.0,0.0,0.0,0.0,0.0,1.0,90.0
262,house,sector 57,3.65,6.0,6.0,2,3.0,Moderately Old,3450.0,1.0,1.0,1.0,1.0,0.0,2.0,152.0
263,flat,sector 109,1.2,3.0,2.0,2,8.0,Relatively New,1701.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0
264,flat,sector 107,0.98,2.0,2.0,3,7.0,Relatively New,1281.0,1.0,0.0,0.0,0.0,0.0,1.0,174.0
265,house,sector 56,7.5,8.0,8.0,3+,3.0,Relatively New,3240.0,1.0,1.0,0.0,1.0,0.0,2.0,42.0
266,flat,sector 70,1.65,3.0,4.0,3+,27.0,New Property,1923.0,1.0,1.0,0.0,0.0,0.0,0.0,81.0
267,house,sector 48,5.5,3.0,6.0,2,2.0,Moderately Old,2592.0,0.0,1.0,0.0,0.0,1.0,1.0,106.0
268,flat,sector 69,1.38,3.0,3.0,1,12.0,Relatively New,1392.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0
269,house,sector 69,0.8,1.0,1.0,0,1.0,New Property,763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,flat,sector 89,0.9,2.0,2.0,2,3.0,New Property,998.0,1.0,0.0,0.0,0.0,1.0,0.0,95.0
271,flat,sector 52,1.85,3.0,3.0,3,7.0,Moderately Old,2127.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0
272,flat,sector 78,0.75,2.0,2.0,1,5.0,Moderately Old,1239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,flat,sector 99,1.3,3.0,3.0,0,16.0,New Property,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,flat,sohna road,0.54,2.0,1.0,3,1.0,New Property,828.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0
275,flat,sector 37d,0.55,2.0,2.0,3,3.0,New Property,610.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
276,flat,sector 65,2.0,2.0,2.0,2,32.0,Under Construction,1433.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
277,flat,sector 99,1.32,3.0,5.0,3,11.0,New Property,1737.0,0.0,1.0,0.0,0.0,0.0,0.0,88.0
278,flat,sector 112,5.49,4.0,5.0,3+,5.0,Relatively New,3655.35,0.0,1.0,0.0,0.0,0.0,1.0,168.0
279,flat,sector 89,1.0,2.0,2.0,3,3.0,New Property,1233.0,1.0,0.0,0.0,0.0,1.0,0.0,99.0
280,flat,sector 79,1.0,2.0,2.0,3,4.0,Relatively New,1700.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0
281,flat,sector 89,0.9,2.0,2.0,2,2.0,New Property,998.0,1.0,0.0,0.0,0.0,1.0,0.0,44.0
282,house,sector 57,3.8,2.0,8.0,3+,4.0,Relatively New,1458.0,0.0,0.0,1.0,1.0,0.0,1.0,94.0
283,flat,sector 92,0.65,3.0,3.0,2,3.0,Relatively New,1574.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
284,flat,sector 37d,1.36,3.0,3.0,3,1.0,Under Construction,1535.0,0.0,0.0,0.0,1.0,1.0,0.0,37.0
285,house,sector 109,11.3,7.0,5.0,3+,4.0,Relatively New,4500.0,1.0,1.0,0.0,1.0,1.0,0.0,49.0
286,flat,sector 37d,1.25,3.0,3.0,3+,2.0,Under Construction,1725.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
287,flat,sector 110,0.28,2.0,1.0,1,2.0,Relatively New,1000.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0
288,flat,sector 102,1.3,2.0,2.0,3,0.0,Relatively New,1009.0,0.0,0.0,1.0,0.0,0.0,0.0,125.0
289,house,sector 28,13.0,10.0,10.0,3+,1.0,Relatively New,8056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,flat,sector 53,4.8,3.0,4.0,3+,8.0,Relatively New,2500.0,0.0,1.0,0.0,1.0,1.0,1.0,174.0
291,flat,sector 104,1.35,4.0,5.0,3+,0.0,Relatively New,2991.0,1.0,1.0,1.0,1.0,0.0,0.0,88.0
292,flat,sector 53,8.25,3.0,4.0,3,8.0,Under Construction,2661.0,0.0,1.0,0.0,0.0,0.0,2.0,35.0
293,house,sector 5,0.85,1.0,1.0,0,1.0,Relatively New,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,flat,sector 92,0.65,3.0,3.0,3,1.0,Moderately Old,1304.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0
295,flat,sector 69,0.75,2.0,2.0,2,4.0,Moderately Old,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,house,sector 7,0.69,1.0,1.0,1,2.0,Old Property,758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,house,sector 40,5.0,9.0,9.0,3+,3.0,Moderately Old,2367.0,0.0,1.0,1.0,0.0,0.0,1.0,83.0
298,flat,sector 78,0.88,3.0,4.0,3,8.0,Moderately Old,1668.0,0.0,1.0,0.0,1.0,0.0,0.0,111.0
299,flat,sector 66,2.1,3.0,4.0,2,12.0,Relatively New,1800.0,0.0,1.0,0.0,0.0,0.0,1.0,156.0
300,flat,sector 65,3.0,3.0,3.0,3,17.0,Under Construction,1828.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
301,flat,sector 90,1.7,4.0,4.0,3+,15.0,Moderately Old,2005.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0
302,flat,sector 83,1.8,3.0,3.0,3,6.0,Relatively New,1549.0,0.0,1.0,0.0,0.0,0.0,1.0,97.0
303,flat,sector 61,1.85,2.0,2.0,2,3.0,New Property,1389.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
304,flat,sector 53,6.5,4.0,5.0,3+,10.0,Relatively New,3000.0,1.0,1.0,0.0,1.0,0.0,1.0,174.0
305,house,sector 26,5.8,4.0,4.0,3+,4.0,Old Property,4518.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
306,flat,sector 33,1.1,2.0,2.0,2,14.0,Under Construction,1533.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
307,house,sector 5,1.5,6.0,1.0,0,1.0,New Property,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,flat,sector 92,0.7,3.0,2.0,2,4.0,Relatively New,1325.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
309,flat,sector 102,2.0,3.0,3.0,3+,1.0,Relatively New,1456.0,0.0,0.0,1.0,0.0,0.0,0.0,139.0
310,house,sohna road,0.85,3.0,2.0,2,1.0,Under Construction,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
311,house,sector 12,6.0,9.0,9.0,3+,3.0,Old Property,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
312,house,sector 14,6.5,4.0,4.0,3+,2.0,Moderately Old,3150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,flat,sector 92,1.18,4.0,4.0,3,8.0,Relatively New,2518.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0
314,flat,sector 106,1.15,3.0,3.0,3,11.0,Relatively New,1650.0,0.0,1.0,0.0,1.0,0.0,1.0,174.0
315,flat,sector 9,1.2,4.0,3.0,2,4.0,Moderately Old,2000.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0
316,flat,sohna road,0.28,2.0,2.0,2,3.0,Relatively New,520.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
317,house,sector 23,2.7,5.0,5.0,2,3.0,Old Property,1450.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0
318,flat,sector 74,2.7,3.0,3.0,3,13.0,New Property,2018.0,0.0,0.0,1.0,0.0,0.0,0.0,92.0
319,flat,sector 92,0.7,3.0,3.0,0,7.0,Relatively New,1572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,house,sector 6,1.0,6.0,4.0,0,3.0,Moderately Old,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,house,sector 53,4.0,5.0,5.0,2,3.0,Relatively New,2250.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0
322,house,sector 3,0.75,4.0,2.0,2,2.0,Old Property,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
323,flat,sohna road,0.28,2.0,2.0,2,3.0,Relatively New,500.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0
324,house,sector 28,4.5,4.0,4.0,0,4.0,Relatively New,3240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,flat,sector 104,0.85,2.0,2.0,3,12.0,Relatively New,1611.0,1.0,0.0,0.0,0.0,1.0,0.0,61.0
326,house,sector 72,3.09,5.0,5.0,3+,14.0,Relatively New,3653.0,0.0,1.0,0.0,0.0,0.0,1.0,33.0
327,flat,sector 99,0.35,2.0,2.0,1,3.0,Relatively New,606.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0
328,flat,sector 66,3.0,4.0,4.0,3,3.0,Relatively New,2700.0,1.0,1.0,0.0,1.0,1.0,1.0,174.0
329,flat,sector 47,1.05,2.0,2.0,2,3.0,Relatively New,1108.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0
330,house,sector 50,7.1,3.0,3.0,3,1.0,Moderately Old,2259.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
331,house,sector 38,4.3,3.0,9.0,3+,3.0,Relatively New,1494.0,0.0,0.0,0.0,1.0,1.0,1.0,41.0
332,flat,sector 37d,0.71,2.0,2.0,3,10.0,New Property,1100.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0
333,flat,sector 109,1.6,3.0,3.0,3,9.0,Relatively New,2303.0,0.0,1.0,0.0,0.0,0.0,0.0,75.0
334,flat,sector 77,1.75,3.0,3.0,3+,11.0,Relatively New,1900.0,0.0,1.0,0.0,0.0,0.0,0.0,94.0
335,flat,sector 43,2.5,3.0,3.0,2,2.0,New Property,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,flat,sector 104,1.95,3.0,3.0,3+,3.0,New Property,2544.0,0.0,1.0,0.0,0.0,0.0,0.0,69.0
337,flat,sector 84,2.2,4.0,4.0,3,10.0,Relatively New,3222.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0
338,house,sector 45,8.5,5.0,4.0,2,1.0,Moderately Old,3240.0,0.0,1.0,0.0,1.0,0.0,1.0,49.0
339,flat,sector 70,0.53,2.0,2.0,2,9.0,Under Construction,991.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0
340,flat,sector 71,0.9,1.0,1.0,0,6.0,New Property,683.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0
341,flat,sector 33,2.3,4.0,4.0,3+,5.0,New Property,2000.0,0.0,1.0,0.0,1.0,0.0,0.0,42.0
342,house,sector 5,0.95,4.0,3.0,2,1.0,Old Property,1070.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
343,flat,sector 95,0.35,2.0,2.0,0,5.0,Relatively New,637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,flat,sector 83,3.15,5.0,7.0,3+,15.0,Relatively New,3200.0,0.0,1.0,0.0,0.0,0.0,1.0,165.0
345,flat,sector 103,0.23,1.0,1.0,1,4.0,Relatively New,400.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
346,flat,sector 65,2.78,3.0,3.0,3,44.0,Under Construction,1829.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
347,flat,sector 84,1.5,3.0,3.0,3,20.0,Relatively New,1833.0,0.0,1.0,0.0,0.0,0.0,1.0,37.0
348,flat,sector 81,0.49,2.0,2.0,3,5.0,Relatively New,700.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0
349,house,sector 33,1.35,2.0,2.0,2,4.0,New Property,1210.0,1.0,0.0,0.0,0.0,0.0,2.0,107.0
350,house,sector 14,6.4,6.0,6.0,3+,3.0,Old Property,3150.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0
351,flat,sector 68,1.1,2.0,2.0,3,1.0,Relatively New,1150.0,0.0,0.0,0.0,0.0,0.0,1.0,127.0
352,flat,sector 69,1.3,3.0,3.0,1,12.0,Relatively New,1392.0,0.0,0.0,0.0,1.0,0.0,1.0,94.0
353,flat,sector 113,2.9,4.0,4.0,3+,11.0,Under Construction,2553.0,1.0,1.0,0.0,0.0,0.0,0.0,49.0
354,flat,sector 48,1.5,3.0,3.0,3,1.0,Old Property,1600.0,0.0,0.0,0.0,0.0,0.0,1.0,128.0
355,house,sector 43,2.55,3.0,3.0,2,3.0,Relatively New,1935.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0
356,flat,sector 63,8.5,4.0,4.0,0,27.0,Under Construction,3950.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
357,flat,sector 108,0.65,2.0,2.0,2,5.0,Relatively New,1235.0,0.0,0.0,0.0,1.0,0.0,1.0,174.0
358,flat,sector 84,2.28,4.0,4.0,3+,8.0,Relatively New,2998.0,0.0,1.0,0.0,0.0,0.0,0.0,61.0
359,flat,sector 84,0.88,3.0,3.0,3,16.0,Relatively New,1652.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0
360,flat,sector 102,1.99,2.0,2.0,2,14.0,New Property,1145.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0
361,flat,sector 37d,1.4,3.0,3.0,3,5.0,Relatively New,1711.0,0.0,0.0,0.0,0.0,0.0,1.0,149.0
362,house,sector 3,0.68,5.0,3.0,0,1.0,Moderately Old,1755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,flat,sector 92,0.71,3.0,3.0,3,2.0,Relatively New,1473.0,0.0,0.0,0.0,1.0,0.0,0.0,108.0
364,flat,sector 25,3.7,4.0,4.0,3,18.0,Old Property,2333.0,0.0,1.0,0.0,0.0,0.0,1.0,26.0
365,flat,sohna road,0.91,2.0,2.0,3,1.0,New Property,1222.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0
366,flat,sector 72,3.25,3.0,3.0,3,2.0,Moderately Old,2986.0,0.0,1.0,0.0,0.0,0.0,0.0,94.0
367,flat,sector 81,2.2,3.0,4.0,3+,17.0,Relatively New,1900.0,0.0,1.0,0.0,0.0,0.0,2.0,49.0
368,house,sector 11,4.0,5.0,4.0,1,2.0,Moderately Old,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,flat,sector 70,1.78,3.0,3.0,3+,7.0,Relatively New,1765.0,0.0,1.0,0.0,0.0,1.0,0.0,49.0
370,flat,sector 37,0.99,3.0,5.0,3+,5.0,Relatively New,1400.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
371,house,sector 56,2.95,2.0,2.0,0,1.0,Moderately Old,1458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,flat,sector 84,0.54,2.0,2.0,3+,17.0,Relatively New,1086.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0
373,flat,sector 82,0.85,2.0,2.0,2,0.0,Relatively New,1176.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0
374,flat,sector 95,0.6,2.0,2.0,2,14.0,Relatively New,974.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0
375,house,sector 14,6.5,5.0,5.0,0,4.0,Moderately Old,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,house,sector 2,1.0,3.0,7.0,3+,3.0,Moderately Old,1215.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
377,flat,sector 95,0.45,2.0,2.0,2,19.0,Relatively New,695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,flat,sector 92,0.5,3.0,3.0,2,1.0,Relatively New,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
379,house,sector 22,4.75,7.0,5.0,3+,3.0,Old Property,2367.0,0.0,0.0,0.0,1.0,1.0,1.0,49.0
380,house,sector 109,6.0,4.0,4.0,3+,2.0,Relatively New,2430.0,1.0,1.0,1.0,1.0,0.0,0.0,160.0
381,flat,sector 60,2.12,2.0,2.0,2,2.0,Relatively New,1350.0,0.0,0.0,0.0,1.0,0.0,1.0,174.0
382,flat,sector 86,1.59,3.0,3.0,3,17.0,Relatively New,1700.0,0.0,0.0,0.0,0.0,1.0,1.0,165.0
383,house,sector 25,6.5,4.0,4.0,3+,2.0,Moderately Old,1800.0,1.0,1.0,1.0,1.0,0.0,0.0,61.0
384,flat,sector 66,1.7,2.0,2.0,2,7.0,Relatively New,1072.0,0.0,0.0,0.0,0.0,1.0,0.0,99.0
385,flat,sector 108,2.6,3.0,3.0,2,11.0,New Property,1711.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
386,house,sector 28,8.95,5.0,6.0,3+,4.0,Moderately Old,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,flat,sector 92,1.44,4.0,4.0,3,8.0,Relatively New,2267.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
388,flat,sector 22,2.55,3.0,3.0,3,8.0,Relatively New,1860.0,0.0,0.0,0.0,0.0,1.0,1.0,125.0
389,flat,sector 36,1.0,3.0,2.0,3,2.0,New Property,1122.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0
390,house,sector 48,4.95,7.0,7.0,3+,2.0,Old Property,2403.0,1.0,1.0,1.0,1.0,0.0,1.0,145.0
391,flat,sector 39,1.5,4.0,3.0,3,10.0,Old Property,2611.0,0.0,1.0,0.0,0.0,0.0,2.0,49.0
392,flat,sector 77,0.86,2.0,2.0,2,16.0,New Property,1214.0,0.0,0.0,0.0,0.0,0.0,1.0,79.0
393,flat,sector 60,2.15,2.0,3.0,2,5.0,Relatively New,1250.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0
394,house,sector 26,12.5,5.0,5.0,3+,2.0,Old Property,3240.0,1.0,1.0,1.0,1.0,0.0,1.0,79.0
395,flat,sohna road,0.65,2.0,2.0,2,2.0,Relatively New,1043.0,0.0,0.0,0.0,1.0,0.0,0.0,118.0
396,flat,sector 70,2.35,4.0,4.0,3+,10.0,Moderately Old,2667.0,0.0,1.0,0.0,0.0,0.0,1.0,65.0
397,flat,sector 85,1.11,2.0,2.0,3,8.0,Relatively New,1630.0,0.0,0.0,1.0,0.0,0.0,0.0,174.0
398,house,sector 25,4.25,3.0,2.0,3,2.0,Old Property,1350.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0
399,flat,sector 65,2.25,3.0,3.0,3,3.0,Relatively New,1600.0,1.0,1.0,0.0,0.0,0.0,1.0,49.0
400,flat,sector 83,0.78,2.0,2.0,2,3.0,Relatively New,850.0,1.0,0.0,0.0,1.0,0.0,1.0,165.0
401,flat,sector 84,1.15,2.0,2.0,3,14.0,Relatively New,1394.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0
402,house,sector 72,3.1,5.0,5.0,3+,21.0,Relatively New,3653.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,flat,sector 91,2.0,4.0,4.0,3+,16.0,Moderately Old,2468.0,1.0,1.0,0.0,1.0,0.0,0.0,65.0
404,flat,sector 70,1.64,3.0,5.0,3,3.0,Relatively New,1527.0,0.0,1.0,0.0,0.0,0.0,0.0,51.0
405,flat,sector 9,0.94,3.0,3.0,2,5.0,Moderately Old,1722.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0
406,flat,sector 108,2.08,4.0,4.0,3+,3.0,Relatively New,2631.0,0.0,1.0,0.0,0.0,0.0,0.0,126.0
407,house,sector 81,0.89,1.0,1.0,0,1.0,Relatively New,1095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,house,sector 26,18.25,7.0,9.0,3+,4.0,Relatively New,11111.0,1.0,1.0,1.0,1.0,0.0,1.0,77.0
409,flat,sector 85,2.13,4.0,4.0,3,2.0,Relatively New,2600.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
410,flat,sector 92,0.65,3.0,2.0,3,6.0,Relatively New,1240.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
411,flat,sector 63a,1.65,2.0,2.0,2,1.0,Under Construction,978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,house,sector 25,9.9,5.0,5.0,2,2.0,Moderately Old,3375.0,0.0,0.0,0.0,1.0,0.0,1.0,106.0
413,house,sector 25,10.0,5.0,6.0,3,3.0,Old Property,2700.0,0.0,1.0,1.0,0.0,0.0,1.0,64.0
414,flat,sector 102,2.05,3.0,4.0,3+,14.0,Relatively New,2250.0,0.0,1.0,0.0,0.0,0.0,0.0,116.0
415,flat,sohna road,0.9,2.0,2.0,2,13.0,Relatively New,1105.0,0.0,0.0,0.0,0.0,0.0,2.0,120.0
